留言编号,答复意见,first,end,f_first,f_end,f_complete,可解释性词
33065,“UU0082359”您好！您通过平台《问政西地省》的留言收悉，已转有关部门答复反馈，谢谢！2019年8月7日尊敬的“+1”网友：您好！您通过平台《问政西地省》的留言已收悉。根据《B市城乡居民基本医疗保险实施办法》[政府发文]13号）第四十一条规定：“建立学生儿童意外伤害保险制度，引入商业保险机制，对于学生儿童因突发的、外来的、非本人意愿的无第三方责任的意外伤害，可给予适当补助”。我市为城乡居民参保的学生、儿童均投保了意外伤害保险，您小孩因狗咬伤进行狂犬疫苗注射所产生的费用，可享受意外伤害保险定额补助160元。因不知您的居住地，请致电城乡居民医保科（电话：0000-00000000）咨询具体报销地点。2019年8月9日,“UU0082359”您好 您通过平台《问政西地省》的留言收悉,0000 00000000 咨询具体报销地点 2019年8月9日,完整,不完整,已解决,"['通过', '通过', '根据', '规定', '因', '为']"
33072,“UU0081201”您好！您通过平台《问政西地省》的留言收悉，已转有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年8月6日尊敬的网友：您好，您反映的问题已收悉。现回复如下：1、延期交房的违约赔偿标准，按照合同约定执行。如果任何一方对约定的标准有异议，可以通过司法途径维护自己的权益。2、根据株发改发201927号关于印发《B市城区物业服务收费实施意见》的通知第一条第四款物业服务费按月计收，经双方约定可以预收，但最长预收期限不得超过十二个月。3、前期物业服务开发商及物业公司是通过招投标程序，物业服务公司按照中标价格实行的物业服务费标准。1.8元/m2属于四级物业服务收费。具体服务内容及收费标准小区收费处须有公示。4、开发商符合购房合同约定的交房条件即可交房。商品房合同约定通常是：交付时须取得主体工程竣工验收合格，既在我局质安站指导、监督下的工程竣工“五方验收”合格;绿化和配套设施验收属“合并验收”范畴。2019年8月8日,“UU0081201”您好 您通过平台《问政西地省》的留言收悉,既在我局质安站指导 监督下的工程竣工“五方验收”合格 绿化和配套设施验收属“合并验收”范畴 2019年8月8日,完整,不完整,已解决,"['通过', '调查', '按照', '如果', '通过', '根据', '通知', '按', '但', '通过', '按照', '公示', '符合', '条件', '既']"
33104,“UU008580”您好！您通过平台《问政西地省》的留言收悉，已转有关部门答复反馈，谢谢！2019年7月29日翡翠公园小区11栋全体业主：收悉你们提交的关于翡翠公园一期11#栋入户大堂举报投诉事项，我支队高度重视，立即安排专人进行了调查核实，现将有关情况回复如下：B市翡翠公园一期11#栋，建筑层数33层，属于一类高层住宅建筑。该建筑设置有一座剪刀楼梯间，两部楼梯在首层的入口分别设置在不同的方向，且入口之间的距离大于5，疏散走道和首层疏散外门的净宽度大于1.1m，符合现行国家消防技术标准的要求。2019年7月30日,“UU008580”您好 您通过平台《问政西地省》的留言收悉,疏散走道和首层疏散外门的净宽度大于1 1m 符合现行国家消防技术标准的要求 2019年7月30日,完整,不完整,已解决,"['通过', '符合', '要求']"
33132,“UU0081841”您好！您通过平台《问政西地省》的留言收悉，已转有关部门答复反馈，谢谢！2019年7月16日尊敬的“红古铜”网友：您好！我市于2017年出台《关于进一步推进人才优先发展的30条措施》（简称“人才新政30条”），对新引进的高层次人才进行人才分类，并享受安家补贴、子女就学、配偶就业、医疗保健、项目扶持、公积金贷款等相应政策。各县市区也出台了相应人才政策，进一步加大了人才扶持力度。市级相关政策可通过B市组工网（）详细了解：《关于进一步推进人才优先发展的30条措施的通知》（）、关于印发《B市顶尖人才引领工程实施细则（试行）》等7个人才项目实施细则的通知（）、关于印发《B市高层次人才分类认定暂行办法》等6个人才配套服务实施细则的通知（）因不清楚您的人才分类情况，关于市级的人才补贴有关政策建议您向市人社局人力资源管理科咨询，联系电话：0000-00000000。2019年7月17日,“UU0081841”您好 您通过平台《问政西地省》的留言收悉,联系电话 0000 00000000 2019年7月17日,完整,不完整,已解决,"['通过', '进一步', '政策', '政策', '进一步', '政策', '通过', '了解', '进一步', '通知', '通知', '认定', '通知', '因', '政策']"
33148,“UU00855”您好！您通过平台《问政西地省》的留言收悉，已转有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年7月12日,“UU00855”您好 您通过平台《问政西地省》的留言收悉,已转有关部门调查核处 如有相关情况将及时反馈 谢谢 2019年7月12日,完整,完整,未解决,"['通过', '调查']"
33149,“UU008169”您好！您通过平台《问政西地省》的留言收悉，已转有关部门答复反馈，谢谢！2019年7月11日亲爱的网友：7月12日收悉您在《问政西地省》发帖咨询情况后，我支队高度重视，现对有关情况回复如下：根据《机动车驾驶证业务工作规范》第十二条规定，持有境外机动车驾驶证的内地居民、现役居民，应当向户籍地、居住地的车辆管理所申请机动车驾驶证。持境外机动车驾驶证申领国内机动车驾驶证时，申请人需要提供前往核发境外机动车驾驶证的国家或地区所持的护照，境外机动车驾驶证原件（驾驶证必须在有效期之内），非中文表述的，还需到B市公证处将境外驾驶证翻译中文文本原件，B市公安局出入境记录，申请人的身份证明（身份证或居住证原件）、县级以上联网医疗机构（B3区人民医院、B4区人民医院仁和眼科医院、B市中医院、B市三医院、三三一医院、恺德医院等）出具的身体条件证明，前往B市红旗路车辆管理所办理换证手续。需要特别强调的是：以境外核发驾驶证时间为基准，持证人需在该日期前后在境外停留三个月时间，如符合该条件则持证人申请后还需要参加科目一考试；如不符合该条件则持证人需要参加科目一、科目二、科目三和科目四的全部考试。2019年7月15日,“UU008169”您好 您通过平台《问政西地省》的留言收悉,如不符合该条件则持证人需要参加科目一 科目二 科目三和科目四的全部考试 2019年7月15日,完整,不完整,已解决,"['通过', '根据', '规定', '必须', '记录', '条件', '证明', '为', '如', '符合', '条件', '则', '如', '符合', '条件', '则']"
33156,“UU0081646”您好！您通过平台《问政西地省》的留言收悉，已转有关部门答复反馈，谢谢！2019年7月9日,“UU0081646”您好 您通过平台《问政西地省》的留言收悉,您通过平台《问政西地省》的留言收悉 已转有关部门答复反馈 谢谢 2019年7月9日,完整,完整,未解决,['通过']
33174,“UU0081823”您好！您通过平台《问政西地省》的留言收悉，已转有关部门答复反馈，谢谢！2019年7月4日亲爱的网友：7月5日收悉您在《问政西地省》发帖反映情况后，我支队高度重视，现对有关情况回复如下。城市主干道上设置中央隔离带，是我支队针对全市交通管理形势变化而推行的有效举措，设置以来，在规范主干道道路通行秩序方面，取得了良好效果。您所反映的：“路桩中间有个空隙稍微大一点”的设置，是为方便残疾人通行而设置的无障碍通道，故不能取消。在此，我们也呼吁广大交通参与者，安全出行、文明出行。同时，劝诫广大驾驶摩托车、电动车的市民，不要在此穿行通过。衷心感谢网友对交通管理工作的理解和支持，同时也欢迎社会各届人士一如既往地进行监督，多提宝贵意见。,“UU0081823”您好 您通过平台《问政西地省》的留言收悉,衷心感谢网友对交通管理工作的理解和支持 同时也欢迎社会各届人士一如既往地进行监督 多提宝贵意见 ,完整,不完整,已解决,"['通过', '针对', '而', '为', '而', '故', '此', '同时', '此', '通过', '同时']"
33179,“UU008426”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年7月2日尊敬的“想到你想起我”网友：您好！您通过平台《问政西地省》的留言收悉，经我局核实现行规划情况，现回复如下：你所提到的绿地空间站项目附件（芸合路与响泉路交叉口出）确有规划小学一处，另外在栗合路与南泉东路交叉口西北角也规划有一处小学。规划近期未有变更，具体办学和校名为教育主管部门事权，请另行咨询。感谢你对我市自然资源和规划工作的关注。2019年7月4日,“UU008426”您好 您通过平台《问政西地省》的留言收悉,具体办学和校名为教育主管部门事权 请另行咨询 感谢你对我市自然资源和规划工作的关注 2019年7月4日,完整,完整,已解决,"['通过', '通过', '核实', '规划', '规划', '另外', '规划', '规划', '为', '规划']"
33210,“UU0081851”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年6月24日尊敬的“诶人农民”网友：您好！您的问题已收悉。依据《B市城市总体规划（2006-2020年）（2017年修订）》版。壹品.熙园以北为居住用地，项目以南为泉源路，泉源路以南为50米的防护绿带，项目以东与高新中路之间为防护绿地，高新中路再往东为商业用地，项目以西为居住用地。感谢您对规划事业的支持！2019年6月25日,“UU0081851”您好 您通过平台《问政西地省》的留言收悉,高新中路再往东为商业用地 项目以西为居住用地 感谢您对规划事业的支持 2019年6月25日,完整,完整,已解决,"['通过', '依据', '为', '为', '为', '为', '为', '规划']"
33233,“UU0081158”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年6月13日尊敬的“get】”网友：您好！根据《B市医疗保障局关于推行医疗保障惠民便民利民二十条措施的通知》（[政府发文]1号）第11条：简化生育保险待遇登记备案和报销办理流程。取消医保经办机构办理生育待遇登记证，在市区内生育的参保女职工，只需怀孕20周后至产前由本人持身份证（或社会保障卡）、《生育证》、《孕妇保健手册》直接在生育协议医疗机构办理生育保险待遇登记备案手续，产前检查费用、生育分娩医疗费用直接在选定的协议医院报销。根据《B市医疗保障局B市财政局关于调整B市生育保险政策的通知》（株医保发[2019]2号）文件，具体生育保险医疗待遇如下：一、生育医疗费用支付标准：三级医院平产提高至3300元，剖宫产提高至4300元；二级医院平产提高至2500元，剖宫产提高至3500元；一级医院平产提高至2000元，剖宫产提高至3000元。如有产中并发症，在以上支付标准基础上再增加1500元。二、怀孕女职工产前患有生育保险政策规定的妊娠并发症、合并症发生的生育医疗费用，不设起付线，按基本医疗保险分段自付比例结算。（并发症、合并症目录见附件）。三、产前检查、人流（门诊）生育保险基金支付标准为500元。B市医疗保障局生育保险科电话：0731-0000-00000000年6月17日,“UU0081158”您好 您通过平台《问政西地省》的留言收悉,B市医疗保障局生育保险科电话 0731 0000 00000000年6月17日,完整,不完整,已解决,"['通过', '根据', '通知', '流程', '协议', '协议', '根据', '政策', '通知', '政策', '规定', '按']"
33234,“UU0082308”您好！您通过平台《问政西地省》的留言收悉，已转有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年6月13日网友“广汇6栋007”：您好！来信已收悉，关于您反映的“报亭社区收取水表电表费用收费无据可依”的问题，我单位已安排专人了解处理此事，现将具体情况回复如下：清水塘街道报亭社区广汇小区系90年代建造的商品房，当初开发商并没有给每户居民进行水电一户一表安装。自2015年以来累计欠费30多万元。经居民申请，B3区政府把广汇水电一户一表改造作为民生工程与水电公司协商采取政府出资大部分，居民每户水电各出资1000元，实行一户一表改造。每户改造1000元的费用由小区的物业人员收取后缴纳。现水改已完成，电改在6月份即将完工。此项工程中社区工作人员做了大量的协调工作，但从未参与任何费用收缴。所有改造费用的票据将在水电改造工程结束项目结算后，由水电改造单位开具工程总发票（一项工程无法每户开具分票），届时总票据将向居民公示。感谢您对我们工作的关注，如后续有疑问请致电0000-00000000，我们将竭诚为您解答。2019年6月14日,“UU0082308”您好 您通过平台《问政西地省》的留言收悉,如后续有疑问请致电0000 00000000 我们将竭诚为您解答 2019年6月14日,完整,不完整,已解决,"['通过', '调查', '依', '了解', '协商', '但', '公示', '如', '为']"
33235,尊敬的“UU0082203”：您好！您通过平台《问政西地省》的留言收悉，已转B7县有关部门予以答复反馈，谢谢！2019年6月13日网友“0000-00000000”：您在网上反映的问题，现回复如下：根据《西地省人民政府办公厅关于进一步规范全省高速公路收费标准的复函》（楚政办函[2013]150号）、《西地省人民政府办公厅关于衡炎高速公路设站收费有关事项的复函》（楚政办函[2009]234号）文件规定，7座及以下（含7座）的客车为一型车，8座至19座的客车为二型车。您反映的五菱之光车辆有7座与8座两种情况，若您的车辆行驶证核准的是7座及以下小型客车，而在B7县收费站有按二型车收费现象，我们将按相关规定对当事人进行严肃处理，对多收款项按程序予以退还。因您提供的电话号码不准确，我们无法联系您，为确保您的权益不受侵害，请您及时致电：B市管理处征费稽查科0731-0000-00000000，便于我们开展调查。感谢您对我处收费工作的监督。2019年6月14日,尊敬的“UU0082203” 您好,00000000 便于我们开展调查 感谢您对我处收费工作的监督 2019年6月14日,完整,完整,已解决,"['通过', '根据', '进一步', '规定', '为', '若', '而', '按', '规定', '因', '为']"
33246,“UU0082384”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年6月11日亲爱的网友：6月11日收悉您在问政西地省发贴反映情况后，我支队高度重视，迅速展开调查核实，现对有关情况回复如下。我支队一直在针对影响交通通行秩序的违法行为进行整治，今年以来开展了多次专项整治行动，全市共查处车辆乱窜乱插、闯红灯等违法行为642843起，取得了一定整治效果。在今后的工作中我支队将继续加大工作力度，加强交通违法行为整治，治理交通乱象，净化交通环境。衷心感谢网友对交通管理工作的理解和支持，同时也欢迎社会各界人士一如既往地进行监督，多提宝贵意见。2019年6月14日,“UU0082384”您好 您通过平台《问政西地省》的留言收悉,衷心感谢网友对交通管理工作的理解和支持 同时也欢迎社会各界人士一如既往地进行监督 多提宝贵意见 2019年6月14日,完整,完整,已解决,"['通过', '针对', '查处', '同时']"
33254,“UU0081646”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年6月5日H先生：您好！关于您咨询的我区高中招生政策情况回复如下：2018年我县撤县设区，按照省市有关政策，我区过渡期内高中阶段学校仍由渌口区管理，区教育局按照市教育局有关文件精神结合我区实际制定了《2019年高中阶段学校招生实施方案》，招生政策和要求与往年基本相同。如需具体了解招生政策可来电咨询，电话：0000-00000000，联系人：刘林满。感谢您的来信！2019年6月10日,“UU0081646”您好 您通过平台《问政西地省》的留言收悉,联系人 刘林满 感谢您的来信 2019年6月10日,完整,完整,已解决,"['通过', '政策', '按照', '政策', '按照', '政策', '要求', '往年', '了解', '政策']"
33268,“UU008892”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年6月3日尊敬的网友：您好！您反映的问题已收悉，我单位高度重视，认真进行调查处理，现将有关情况回复如下：经了解，您为听力障碍者，根据您的实际情况，我单位为您进行了就业需求登记，经过和您本人沟通，我单位将积极为您联系安排符合您意向的工作岗位，但由于该类岗位暂无空缺，待有岗位需求再行通知您。另外，辖区内企业如举办招聘会或有用人需求，我单位也会及时告知您。感谢您的留言！2019年6月4月,“UU008892”您好 您通过平台《问政西地省》的留言收悉,辖区内企业如举办招聘会或有用人需求 我单位也会及时告知您 感谢您的留言 2019年6月4月,完整,不完整,已解决,"['通过', '调查', '了解', '为', '根据', '为', '为', '符合', '但', '由于', '通知', '另外', '如']"
33281,“UU008847”您好！您通过平台《问政西地省》的留言收悉，已转市公交公司有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年5月31日,“UU008847”您好 您通过平台《问政西地省》的留言收悉,已转市公交公司有关部门调查核处 如有相关情况将及时反馈 谢谢 2019年5月31日,完整,完整,未解决,"['通过', '调查']"
33343,“UU0081646”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年5月6日尊敬的“h先生”网友：您好！目前B市执行以下政策：（一）根据《西地省失业保险参保职工技能提升补贴实施办法》（[政府发文]50号），同时符合以下条件的企业在职职工，均可申领技能提升补贴：依法参加失业保险，累计缴纳失业保险费36个月（含36个月）以上的；自2017年1月1日起取得初级（五级）、中级（四级）、高级（三级）职业资格证书或职业技能等级证书的。补贴标准分别为1000元、1500元、2000元。职工取得的职业资格证书或职业技能等级证书属于西地省技能岗位紧缺职业（工种）的（以省人社厅发文公布的职业（工种）为准），补贴标准按本办法规定标准上浮10%执行。（二）根据《B市顶尖人才引领工程实施细则（试行）》等7个人才项目实施细则的通知（[政府发文]2号）文件中《B市高技能人才支撑工程实施细则（试行）》第六条，实施高技能人才职业技能晋级补贴资助制度，对2017年1月1日以后取得高级技师、技师职业资格证书的分别给予2000元、1000元资助。失业保险技能提升补贴申请由市人社局失业保险管理中心负责，技能人才职业技能晋级补贴资助申请由市人社局职业能力建设科负责，具体受理都在市民中心（B4区神农大道399号）。2019年5月8日,“UU0081646”您好 您通过平台《问政西地省》的留言收悉,具体受理都在市民中心 B4区神农大道399号  2019年5月8日,完整,不完整,已解决,"['通过', '目前', '政策', '根据', '同时', '符合', '条件', '依法', '规定', '根据', '通知']"
33353,“UU0082089”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年5月5日目前B市的人才政策涉及大学生待遇的主要是人才公寓服务。根据市住建局相关规定，“双一流”大学全日制本科学历以上人才可以申请入住人才公寓。,“UU0082089”您好 您通过平台《问政西地省》的留言收悉,2019年5月5日目前B市的人才政策涉及大学生待遇的主要是人才公寓服务 根据市住建局相关规定 “双一流”大学全日制本科学历以上人才可以申请入住人才公寓 ,完整,不完整,已解决,"['通过', '目前', '政策', '主要', '根据', '规定']"
33375,“UU0082264”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年4月24日尊敬的“风雨无阻”网友：您好！1.建宁实验中学学生研学旅行是依据《B市B4区教育局关于进中小学研学旅行的实施意见》(天教〔2019〕1号)文件精神实施的，一直以来遵循家长学生自愿参加的原则。学校五月初计划初一年级前往西安，开展中华文明研学活动。行程5天4晚，费用2980元/人，其中12个研学项目及收费明细全部在各个班级的QQ群或微信群上明示，以便家长放心消费。2.关于出行交通的问题：本次初一研学学生的交通出行方式最终确定为乘坐高铁去，乘坐火车卧铺回，高铁票价为587元/人(G864次)，火车卧铺票价为296.5元/人(另加50元每人的手续费)之所以会出现50元的手续费，是因为本次出行是大型团队，这条线路的卧铺十分紧缺，一次性大量拿票需要支付一定费用。3.关于税费的问题：根据《中华人民共和国增值税暂行条例》的规定，旅游行业一般纳税人按6%的税率进行差额征收增值税。旅游行业另外还有城建税、教育费附加、地方教育费附加、工会经费残疾人保障金、水利基金等税费。因此研学旅行公司收取6%税费是合理的。4.关于门票的问题：本次研学将前往的收费景点包括(1)汉城湖国家遗址公园(2)半坡遗址博物馆(3)秦始皇兵马俑博物馆(4)陕西历史博物馆(5)西北工业大学(6)小雁塔耳机讲解，合计：300元/人。感谢网友“风雨无阻”关心建宁实验中学，完全理解您的一些疑问或建议，随时欢迎您来校与我们直接交流意见，希望得到您更多的理解和支持。联系电话0731-0000-00000000。2019年4月25日,“UU0082264”您好 您通过平台《问政西地省》的留言收悉,联系电话0731 0000 00000000 2019年4月25日,完整,不完整,已解决,"['通过', '依据', '其中', '以便', '最终', '为', '另', '之所以', '是因为', '根据', '规定', '按', '另外', '还有', '因此', '包括']"
33411,“UU008185”您好！您通过平台《问政西地省》的留言收悉，已转有关部门予以答复反馈，谢谢！2019年4月9日,“UU008185”您好 您通过平台《问政西地省》的留言收悉,您通过平台《问政西地省》的留言收悉 已转有关部门予以答复反馈 谢谢 2019年4月9日,完整,完整,未解决,['通过']
33474,“UU0081691”您好！您通过平台《问政西地省》的留言收悉，已转市教育局有关部门予以答复反馈，谢谢！2019年3月18日您好！您《关于B市民办职业培训机构申请的咨询》已收悉。根据您的申请来看，您是想办一个职业培训机构，有关职业培训机构的申办事宜请咨询人社部门。如果您想办一所民办职业中专学校，可以咨询我局民办科，咨询电话0000-00000000。,“UU0081691”您好 您通过平台《问政西地省》的留言收悉,可以咨询我局民办科 咨询电话0000 00000000 ,完整,不完整,已解决,"['通过', '根据', '来看', '如果']"
33490,“UU0081690”您好！您通过平台《问政西地省》的留言收悉，已转医保部门调查核处，如有相关情况将及时反馈，谢谢！2019年3月12日尊敬的“bob”网友：您好！1、根据西地省人力资源和社会保障厅《关于将36种药品纳入西地省基本医疗保险、工伤保险和生育保险药品目录乙类范围的通知》（[政府发文]57号），雷珠单抗注射剂于2017年9月1日开始纳入西地省基本医疗保险、工伤保险和生育保险药品目录乙类范围，限住院使用，住院自付比例为20%。2、根据西地省人力资源和社会保障厅《关于进一步加强和规范医疗保险特殊药品使用管理的通知》（[政府发文]43号），从2018年1月1日起，雷珠单抗注射剂纳入特药管理范围，参保患者可根据文件要求申请使用。若对政策执行还有疑问，您可以向市医疗保障局进一步咨询。市医疗保障局医疗审核科联系电话：0000-00000000、0000-00000000。2019年3月13日,“UU0081690”您好 您通过平台《问政西地省》的留言收悉,00000000 0000 00000000 2019年3月13日,完整,不完整,已解决,"['通过', '调查', '根据', '通知', '为', '根据', '进一步', '通知', '根据', '要求', '若', '政策', '还有', '进一步']"
33505,"“UU008309”您好！您通过平台《问政西地省》的留言收悉，已转有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年3月6日您好，经核实，明珠路是城市道路，不属于小区内部道路，设置道路临时停车泊位是依法合规的，目的是方便市民临时停车。因B市区道路临时停车泊位存在长时间停放车辆多、周转率低的情况,通过实施道路临时停车泊位收费管理这一改革措施，将长时间停车导向公共停车场，让有限的车位服务于更多的使用者，减少路边车辆停放，提高城区道路停车泊位利用率，提升道路通行能力，有效缓解“行车难、停车难”的问题。根据《西地省国有资源有偿使用收入管理办法》、《西地省机动车服务收费管理办法》等相关文件规定，我市道路临时停车泊位停车收费标准符合相关文件精神，希望您理解和支持。2019年3月8日",“UU008309”您好 您通过平台《问政西地省》的留言收悉,《西地省机动车服务收费管理办法》等相关文件规定 我市道路临时停车泊位停车收费标准符合相关文件精神 希望您理解和支持 2019年3月8日,完整,完整,已解决,"['通过', '调查', '核实', '依法', '合规', '目的', '因', '通过', '根据', '规定', '符合']"
33562,尊敬的“UU0082239”：您好！您通过平台《问政西地省》的留言收悉，已交市公交公司有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年2月2日我司近期将36路车目前在学校周边的市武警支队站点进行停靠，待到学校周边道路完善后，再到学校门口设立站点，同时教育部门也表示将与我司加强对接，争取开通教育专线。感谢您对公交事业的关注！,尊敬的“UU0082239” 您好,同时教育部门也表示将与我司加强对接 争取开通教育专线 感谢您对公交事业的关注 ,完整,不完整,已解决,"['通过', '调查', '目前', '同时', '表示', '争取']"
33569,"“UU0081667”您好！您通过平台《问政西地省》的留言收悉，已交B6县有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年1月30日网友：您好，您的留言已收悉。对于投诉人反映的事件，B6县丫江桥镇党委、政府高度重视，马上安排人前往调查核实,调查核实情况如下：B6县丫江桥三鑫矿业相关证照齐全，属合法企业，成立于2008年。其营业执照到2030年8月18日才到期，经营范围为花岗岩开采和销售；安全许可证到2021年12月26日到期，许可范围为花岗岩地下开采；排污许可证到2022年12月30日到期；采矿许可证在2019年1月15日到期，该矿场已于2018年12月28日停止开采。采矿许可证延期正在处理中。2017年，根据三鑫矿业的申请，委托具备资质的第三方机构对矿山开采环境、地质影响进行了详细评估，根据评估报告结论，矿山开采未直接影响居民生产生活安全。镇安监站在巡查中未发现非法行为，并督促企业主依法安全生产经营，在今后的工作中进一步加强巡查监管。后续将继续关注动态，了解矿山开采状况，配合上级职能部门加强监管，确保安全生产、环保生产。",“UU0081667”您好 您通过平台《问政西地省》的留言收悉,配合上级职能部门加强监管 确保安全生产 环保生产 ,完整,不完整,已解决,"['通过', '调查', '合法', '才', '为', '为', '根据', '根据', '巡查', '依法', '进一步', '巡查', '了解']"
33571,“UU0082060”您好！您通过平台《问政西地省》的留言收悉，您反映的玻璃幕墙问题已向开发商反映，开发商承诺将尽快组织施工。未按合同约定内容施工情况，建议业主通过司法途径解决。感谢您对城乡建设事业的大力支持，欢迎您提出更多的意见和建议。2019年3月15日尊敬的“他人缘好”网友：您好！您通过平台《问政西地省》的留言收悉，已交有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年1月30日,“UU0082060”您好 您通过平台《问政西地省》的留言收悉,已交有关部门调查核处 如有相关情况将及时反馈 谢谢 2019年1月30日,完整,完整,已解决,"['通过', '按', '通过', '通过', '调查']"
33581,“UU008283”您好！您通过平台《问政西地省》的留言收悉，已交市人社局有关部门予以答复，谢谢！2019年1月25日尊敬的“热热热”网友：您好！您通过平台《问政西地省》的留言收悉，现回复如下：B市城区全日制应届大中专院校毕业生，根据自愿原则，档案可以回高考生源地教育局，也可将档案存放在我市、区人力资源服务中心机构保管。办理手续及所需资料详见“流动人员人事档案接收程序”，网址：2019年1月28日,“UU008283”您好 您通过平台《问政西地省》的留言收悉,区人力资源服务中心机构保管 办理手续及所需资料详见“流动人员人事档案接收程序” 网址 2019年1月28日,完整,不完整,已解决,"['通过', '通过', '根据']"
33585,“UU0082076”您好！您通过平台《问政西地省》的留言收悉，已交有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年1月24日尊敬的“加油添酱”网友：您好！您通过平台《问政西地省》的留言收悉，我局用水办已核实相关情况，现将相关情况告知如下1、该小区由开发商与新市水厂签订的供水协议所以由新市水厂供水。2、该水厂原是棉纺厂自备水厂，后棉纺厂改制后独立出来成为独立供水企业。3、新市水厂是具备供水资质的供水企业，出厂水质符合国家标准。4、该水厂水质监督检测工作，由是卫计委执法监督局和市住建局城市用水管理办公室按国家相关规定不定期进行抽检。,“UU0082076”您好 您通过平台《问政西地省》的留言收悉,4 该水厂水质监督检测工作 由是卫计委执法监督局和市住建局城市用水管理办公室按国家相关规定不定期进行抽检 ,完整,不完整,已解决,"['通过', '调查', '通过', '核实', '协议', '所以', '原', '符合', '按', '规定']"
33606,“UU008408”您好！您通过平台《问政西地省》的留言收悉，已交B3区有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年1月21日“雨滴”网友：您好！您所反映的中南（国际）服装市场遗留的问题基本属实。对于该市场遗留的问题，B市人民政府及B3区人民政府也很重视，多次召开专题会议进行研究。但由于遗留的问题情况复杂，要全面彻底解决业主们提出的要求还有困难。B3区人民政府安排了专人协调中南（国际）服装市场的事宜，如你还有什么要求，请到B3区人民政府504办公室或直接拨打电话0000-00000000与B3区人民政府蔡冬联系。,“UU008408”您好 您通过平台《问政西地省》的留言收悉,如你还有什么要求 请到B3区人民政府504办公室或直接拨打电话0000 00000000与B3区人民政府蔡冬联系 ,完整,不完整,已解决,"['通过', '调查', '属实', '研究', '但', '由于', '要求', '还有', '如', '还有', '要求']"
33639,“UU0081646”您好！您通过平台《问政西地省》的留言收悉，已交B9市有关部门调查答复，谢谢！2019年1月8日网友：您好！您反映的问题已收悉。现就有关情况回复下：2018年6月14日，B9市政府常务会对96-98年乡镇分流的大中专毕业生信访问题进行专题研究，会议明确了三条解决意见：一是解决大中专毕业生群体15年的养老保险问题；二是对就业确有困难的对象进行就业帮扶，提供合适的岗位安排部分对象上岗；三是救助困难对象，对确有生活困难的对象，通过低保救助等方式解决其生活实际困难。2019年1月8日,“UU0081646”您好 您通过平台《问政西地省》的留言收悉,三是救助困难对象 对确有生活困难的对象 通过低保救助等方式解决其生活实际困难 2019年1月8日,完整,不完整,已解决,"['通过', '调查', '一是', '二是', '三是', '通过']"
33653,“UU008129”您好！您通过平台《问政西地省》的留言收悉，已交市发改委及有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年1月4日尊敬的网民“蓝天”：您好！您反馈的问题已收悉，现将情况反馈如下。接到您反馈的问题后，我委价监局工作人员于2019年1月3日上午立即赴江南商城汽车站进行调查，经约谈运楚集团B市客运分公司和B9市发鑫运输实业有限公司B市达吉分公司负责人，因气候原因，2018年12月30日、31日两天，两家公司为了安全，要求所有营运车辆停运。投诉人未能提供车牌信息，我委无法核实是否是两家公司的正规车辆，有可能是黑车或车主不顾公司安排私自出车。我局也要求运楚集团B市客运分公司和B市达吉客运公司加强对驾驶员的管理，杜绝发生车辆违规涨价现象，要求两家公司以此次督查为抓手，强化公司价格自律意识，提高价格服务质量，规范自身价格行为。2019/1/3,“UU008129”您好 您通过平台《问政西地省》的留言收悉,规范自身价格行为 2019 1 3,完整,不完整,已解决,"['通过', '调查', '调查', '因', '原因', '为了', '要求', '核实', '可能', '要求', '要求', '为']"
